draw_no,date,querystring,weekday,year,week_no,prize,number,prize_type
3941,2016-04-23,sppl=RHJhd051bWJlcj0zOTQx,Sat,2016,16,starter8,6905,starter
3940,2016-04-20,sppl=RHJhd051bWJlcj0zOTQw,Wed,2016,16,starter8,9351,starter
3939,2016-04-17,sppl=RHJhd051bWJlcj0zOTM5,Sun,2016,16,starter8,9613,starter
3938,2016-04-16,sppl=RHJhd051bWJlcj0zOTM4,Sat,2016,15,starter8,9032,starter
3937,2016-04-13,sppl=RHJhd051bWJlcj0zOTM3,Wed,2016,15,starter8,9313,starter
3936,2016-04-10,sppl=RHJhd051bWJlcj0zOTM2,Sun,2016,15,starter8,9474,starter
3935,2016-04-09,sppl=RHJhd051bWJlcj0zOTM1,Sat,2016,14,starter8,9485,starter
3934,2016-04-06,sppl=RHJhd051bWJlcj0zOTM0,Wed,2016,14,starter8,9410,starter
3933,2016-04-03,sppl=RHJhd051bWJlcj0zOTMz,Sun,2016,14,starter8,9790,starter
3932,2016-04-02,sppl=RHJhd051bWJlcj0zOTMy,Sat,2016,13,starter8,8238,starter
3931,2016-03-30,sppl=RHJhd051bWJlcj0zOTMx,Wed,2016,13,starter8,8537,starter
3930,2016-03-27,sppl=RHJhd051bWJlcj0zOTMw,Sun,2016,13,starter8,8642,starter
3929,2016-03-26,sppl=RHJhd051bWJlcj0zOTI5,Sat,2016,12,starter8,8610,starter
3928,2016-03-23,sppl=RHJhd051bWJlcj0zOTI4,Wed,2016,12,starter8,7783,starter
3927,2016-03-20,sppl=RHJhd051bWJlcj0zOTI3,Sun,2016,12,starter8,9095,starter
3926,2016-03-19,sppl=RHJhd051bWJlcj0zOTI2,Sat,2016,11,starter8,7972,starter
3925,2016-03-16,sppl=RHJhd051bWJlcj0zOTI1,Wed,2016,11,starter8,9100,starter
3924,2016-03-13,sppl=RHJhd051bWJlcj0zOTI0,Sun,2016,11,starter8,6567,starter
3923,2016-03-12,sppl=RHJhd051bWJlcj0zOTIz,Sat,2016,10,starter8,9053,starter
3922,2016-03-09,sppl=RHJhd051bWJlcj0zOTIy,Wed,2016,10,starter8,4630,starter
3921,2016-03-06,sppl=RHJhd051bWJlcj0zOTIx,Sun,2016,10,starter8,7402,starter
3920,2016-03-05,sppl=RHJhd051bWJlcj0zOTIw,Sat,2016,09,starter8,9413,starter
3919,2016-03-02,sppl=RHJhd051bWJlcj0zOTE5,Wed,2016,09,starter8,9338,starter
3918,2016-02-28,sppl=RHJhd051bWJlcj0zOTE4,Sun,2016,09,starter8,7244,starter
3917,2016-02-27,sppl=RHJhd051bWJlcj0zOTE3,Sat,2016,08,starter8,8916,starter
3916,2016-02-24,sppl=RHJhd051bWJlcj0zOTE2,Wed,2016,08,starter8,8525,starter
3915,2016-02-21,sppl=RHJhd051bWJlcj0zOTE1,Sun,2016,08,starter8,8859,starter
3914,2016-02-20,sppl=RHJhd051bWJlcj0zOTE0,Sat,2016,07,starter8,9726,starter
3913,2016-02-17,sppl=RHJhd051bWJlcj0zOTEz,Wed,2016,07,starter8,9395,starter
3912,2016-02-14,sppl=RHJhd051bWJlcj0zOTEy,Sun,2016,07,starter8,7320,starter
3911,2016-02-13,sppl=RHJhd051bWJlcj0zOTEx,Sat,2016,06,starter8,7933,starter
3910,2016-02-10,sppl=RHJhd051bWJlcj0zOTEw,Wed,2016,06,starter8,8615,starter
3909,2016-02-07,sppl=RHJhd051bWJlcj0zOTA5,Sun,2016,06,starter8,7017,starter
3908,2016-02-06,sppl=RHJhd051bWJlcj0zOTA4,Sat,2016,05,starter8,8761,starter
3907,2016-02-03,sppl=RHJhd051bWJlcj0zOTA3,Wed,2016,05,starter8,9278,starter
3906,2016-01-31,sppl=RHJhd051bWJlcj0zOTA2,Sun,2016,05,starter8,9717,starter
3905,2016-01-30,sppl=RHJhd051bWJlcj0zOTA1,Sat,2016,04,starter8,9272,starter
3904,2016-01-27,sppl=RHJhd051bWJlcj0zOTA0,Wed,2016,04,starter8,7334,starter
3903,2016-01-24,sppl=RHJhd051bWJlcj0zOTAz,Sun,2016,04,starter8,8688,starter
3902,2016-01-23,sppl=RHJhd051bWJlcj0zOTAy,Sat,2016,03,starter8,9006,starter
3901,2016-01-20,sppl=RHJhd051bWJlcj0zOTAx,Wed,2016,03,starter8,7165,starter
3900,2016-01-17,sppl=RHJhd051bWJlcj0zOTAw,Sun,2016,03,starter8,6974,starter
3899,2016-01-16,sppl=RHJhd051bWJlcj0zODk5,Sat,2016,02,starter8,8951,starter
3898,2016-01-13,sppl=RHJhd051bWJlcj0zODk4,Wed,2016,02,starter8,7806,starter
3897,2016-01-10,sppl=RHJhd051bWJlcj0zODk3,Sun,2016,02,starter8,8289,starter
3896,2016-01-09,sppl=RHJhd051bWJlcj0zODk2,Sat,2016,01,starter8,8607,starter
3895,2016-01-06,sppl=RHJhd051bWJlcj0zODk1,Wed,2016,01,starter8,7649,starter
3894,2016-01-03,sppl=RHJhd051bWJlcj0zODk0,Sun,2016,01,starter8,9022,starter
3893,2016-01-02,sppl=RHJhd051bWJlcj0zODkz,Sat,2016,00,starter8,8788,starter
3892,2015-12-30,sppl=RHJhd051bWJlcj0zODky,Wed,2015,52,starter8,7352,starter
3891,2015-12-27,sppl=RHJhd051bWJlcj0zODkx,Sun,2015,52,starter8,8057,starter
3890,2015-12-26,sppl=RHJhd051bWJlcj0zODkw,Sat,2015,51,starter8,4461,starter
3889,2015-12-23,sppl=RHJhd051bWJlcj0zODg5,Wed,2015,51,starter8,9038,starter
3888,2015-12-20,sppl=RHJhd051bWJlcj0zODg4,Sun,2015,51,starter8,9322,starter
3887,2015-12-19,sppl=RHJhd051bWJlcj0zODg3,Sat,2015,50,starter8,8933,starter
3886,2015-12-16,sppl=RHJhd051bWJlcj0zODg2,Wed,2015,50,starter8,8366,starter
3885,2015-12-13,sppl=RHJhd051bWJlcj0zODg1,Sun,2015,50,starter8,9036,starter
3884,2015-12-12,sppl=RHJhd051bWJlcj0zODg0,Sat,2015,49,starter8,7309,starter
3883,2015-12-09,sppl=RHJhd051bWJlcj0zODgz,Wed,2015,49,starter8,8990,starter
3882,2015-12-06,sppl=RHJhd051bWJlcj0zODgy,Sun,2015,49,starter8,9545,starter
3881,2015-12-05,sppl=RHJhd051bWJlcj0zODgx,Sat,2015,48,starter8,8020,starter
3880,2015-12-02,sppl=RHJhd051bWJlcj0zODgw,Wed,2015,48,starter8,9417,starter
3879,2015-11-29,sppl=RHJhd051bWJlcj0zODc5,Sun,2015,48,starter8,8649,starter
3878,2015-11-28,sppl=RHJhd051bWJlcj0zODc4,Sat,2015,47,starter8,9509,starter
3877,2015-11-25,sppl=RHJhd051bWJlcj0zODc3,Wed,2015,47,starter8,8624,starter
3876,2015-11-22,sppl=RHJhd051bWJlcj0zODc2,Sun,2015,47,starter8,9427,starter
3875,2015-11-21,sppl=RHJhd051bWJlcj0zODc1,Sat,2015,46,starter8,6544,starter
3874,2015-11-18,sppl=RHJhd051bWJlcj0zODc0,Wed,2015,46,starter8,7744,starter
3873,2015-11-15,sppl=RHJhd051bWJlcj0zODcz,Sun,2015,46,starter8,9293,starter
3872,2015-11-14,sppl=RHJhd051bWJlcj0zODcy,Sat,2015,45,starter8,7666,starter
3871,2015-11-11,sppl=RHJhd051bWJlcj0zODcx,Wed,2015,45,starter8,6407,starter
3870,2015-11-08,sppl=RHJhd051bWJlcj0zODcw,Sun,2015,45,starter8,8322,starter
3869,2015-11-07,sppl=RHJhd051bWJlcj0zODY5,Sat,2015,44,starter8,8332,starter
3868,2015-11-04,sppl=RHJhd051bWJlcj0zODY4,Wed,2015,44,starter8,9149,starter
3867,2015-11-01,sppl=RHJhd051bWJlcj0zODY3,Sun,2015,44,starter8,6799,starter
3866,2015-10-31,sppl=RHJhd051bWJlcj0zODY2,Sat,2015,43,starter8,7352,starter
3865,2015-10-28,sppl=RHJhd051bWJlcj0zODY1,Wed,2015,43,starter8,8263,starter
3864,2015-10-25,sppl=RHJhd051bWJlcj0zODY0,Sun,2015,43,starter8,9624,starter
3863,2015-10-24,sppl=RHJhd051bWJlcj0zODYz,Sat,2015,42,starter8,7810,starter
3862,2015-10-21,sppl=RHJhd051bWJlcj0zODYy,Wed,2015,42,starter8,7303,starter
3861,2015-10-18,sppl=RHJhd051bWJlcj0zODYx,Sun,2015,42,starter8,8306,starter
3860,2015-10-17,sppl=RHJhd051bWJlcj0zODYw,Sat,2015,41,starter8,9353,starter
3859,2015-10-14,sppl=RHJhd051bWJlcj0zODU5,Wed,2015,41,starter8,6734,starter
3858,2015-10-11,sppl=RHJhd051bWJlcj0zODU4,Sun,2015,41,starter8,7031,starter
3857,2015-10-10,sppl=RHJhd051bWJlcj0zODU3,Sat,2015,40,starter8,7354,starter
3856,2015-10-07,sppl=RHJhd051bWJlcj0zODU2,Wed,2015,40,starter8,7757,starter
3855,2015-10-04,sppl=RHJhd051bWJlcj0zODU1,Sun,2015,40,starter8,9116,starter
3854,2015-10-03,sppl=RHJhd051bWJlcj0zODU0,Sat,2015,39,starter8,6802,starter
4323,2018-09-30,sppl=RHJhd051bWJlcj00MzIz,Sun,2018,39,starter9,9618,starter
4322,2018-09-29,sppl=RHJhd051bWJlcj00MzIy,Sat,2018,38,starter9,9417,starter
4321,2018-09-26,sppl=RHJhd051bWJlcj00MzIx,Wed,2018,38,starter9,7496,starter
4320,2018-09-23,sppl=RHJhd051bWJlcj00MzIw,Sun,2018,38,starter9,9898,starter
4319,2018-09-22,sppl=RHJhd051bWJlcj00MzE5,Sat,2018,37,starter9,8962,starter
4318,2018-09-19,sppl=RHJhd051bWJlcj00MzE4,Wed,2018,37,starter9,8754,starter
4317,2018-09-16,sppl=RHJhd051bWJlcj00MzE3,Sun,2018,37,starter9,8043,starter
4316,2018-09-15,sppl=RHJhd051bWJlcj00MzE2,Sat,2018,36,starter9,7124,starter
4315,2018-09-12,sppl=RHJhd051bWJlcj00MzE1,Wed,2018,36,starter9,9804,starter
4314,2018-09-09,sppl=RHJhd051bWJlcj00MzE0,Sun,2018,36,starter9,9065,starter
4313,2018-09-08,sppl=RHJhd051bWJlcj00MzEz,Sat,2018,35,starter9,9486,starter
4312,2018-09-05,sppl=RHJhd051bWJlcj00MzEy,Wed,2018,35,starter9,9204,starter
4311,2018-09-02,sppl=RHJhd051bWJlcj00MzEx,Sun,2018,35,starter9,8269,starter
4310,2018-09-01,sppl=RHJhd051bWJlcj00MzEw,Sat,2018,34,starter9,8306,starter
4309,2018-08-29,sppl=RHJhd051bWJlcj00MzA5,Wed,2018,34,starter9,9348,starter
4308,2018-08-26,sppl=RHJhd051bWJlcj00MzA4,Sun,2018,34,starter9,9941,starter
4307,2018-08-25,sppl=RHJhd051bWJlcj00MzA3,Sat,2018,33,starter9,9287,starter
4306,2018-08-22,sppl=RHJhd051bWJlcj00MzA2,Wed,2018,33,starter9,9226,starter
4305,2018-08-19,sppl=RHJhd051bWJlcj00MzA1,Sun,2018,33,starter9,9828,starter
4304,2018-08-18,sppl=RHJhd051bWJlcj00MzA0,Sat,2018,32,starter9,9284,starter
4303,2018-08-15,sppl=RHJhd051bWJlcj00MzAz,Wed,2018,32,starter9,9304,starter
4302,2018-08-12,sppl=RHJhd051bWJlcj00MzAy,Sun,2018,32,starter9,9855,starter
4301,2018-08-11,sppl=RHJhd051bWJlcj00MzAx,Sat,2018,31,starter9,9909,starter
4300,2018-08-08,sppl=RHJhd051bWJlcj00MzAw,Wed,2018,31,starter9,9906,starter
4299,2018-08-05,sppl=RHJhd051bWJlcj00Mjk5,Sun,2018,31,starter9,9843,starter
4298,2018-08-04,sppl=RHJhd051bWJlcj00Mjk4,Sat,2018,30,starter9,8522,starter
4297,2018-08-01,sppl=RHJhd051bWJlcj00Mjk3,Wed,2018,30,starter9,8026,starter
4296,2018-07-29,sppl=RHJhd051bWJlcj00Mjk2,Sun,2018,30,starter9,9075,starter
4295,2018-07-28,sppl=RHJhd051bWJlcj00Mjk1,Sat,2018,29,starter9,8920,starter
4294,2018-07-25,sppl=RHJhd051bWJlcj00Mjk0,Wed,2018,29,starter9,8931,starter
4293,2018-07-22,sppl=RHJhd051bWJlcj00Mjkz,Sun,2018,29,starter9,9689,starter
4292,2018-07-21,sppl=RHJhd051bWJlcj00Mjky,Sat,2018,28,starter9,9075,starter
4291,2018-07-18,sppl=RHJhd051bWJlcj00Mjkx,Wed,2018,28,starter9,9858,starter
4290,2018-07-15,sppl=RHJhd051bWJlcj00Mjkw,Sun,2018,28,starter9,8367,starter
4289,2018-07-14,sppl=RHJhd051bWJlcj00Mjg5,Sat,2018,27,starter9,8030,starter
4288,2018-07-11,sppl=RHJhd051bWJlcj00Mjg4,Wed,2018,27,starter9,9377,starter
4287,2018-07-08,sppl=RHJhd051bWJlcj00Mjg3,Sun,2018,27,starter9,8605,starter
4286,2018-07-07,sppl=RHJhd051bWJlcj00Mjg2,Sat,2018,26,starter9,9594,starter
4285,2018-07-04,sppl=RHJhd051bWJlcj00Mjg1,Wed,2018,26,starter9,9508,starter
4284,2018-07-01,sppl=RHJhd051bWJlcj00Mjg0,Sun,2018,26,starter9,9740,starter
4283,2018-06-30,sppl=RHJhd051bWJlcj00Mjgz,Sat,2018,25,starter9,8739,starter
4282,2018-06-27,sppl=RHJhd051bWJlcj00Mjgy,Wed,2018,25,starter9,8565,starter
4281,2018-06-24,sppl=RHJhd051bWJlcj00Mjgx,Sun,2018,25,starter9,7646,starter
4280,2018-06-23,sppl=RHJhd051bWJlcj00Mjgw,Sat,2018,24,starter9,7889,starter
4279,2018-06-20,sppl=RHJhd051bWJlcj00Mjc5,Wed,2018,24,starter9,7912,starter
4278,2018-06-17,sppl=RHJhd051bWJlcj00Mjc4,Sun,2018,24,starter9,8688,starter
4277,2018-06-16,sppl=RHJhd051bWJlcj00Mjc3,Sat,2018,23,starter9,9824,starter
4276,2018-06-13,sppl=RHJhd051bWJlcj00Mjc2,Wed,2018,23,starter9,7447,starter
4275,2018-06-10,sppl=RHJhd051bWJlcj00Mjc1,Sun,2018,23,starter9,8946,starter
4274,2018-06-09,sppl=RHJhd051bWJlcj00Mjc0,Sat,2018,22,starter9,9564,starter
4273,2018-06-06,sppl=RHJhd051bWJlcj00Mjcz,Wed,2018,22,starter9,8304,starter
4272,2018-06-03,sppl=RHJhd051bWJlcj00Mjcy,Sun,2018,22,starter9,9749,starter
4271,2018-06-02,sppl=RHJhd051bWJlcj00Mjcx,Sat,2018,21,starter9,8989,starter
4270,2018-05-30,sppl=RHJhd051bWJlcj00Mjcw,Wed,2018,21,starter9,7605,starter
4269,2018-05-27,sppl=RHJhd051bWJlcj00MjY5,Sun,2018,21,starter9,9952,starter
4268,2018-05-26,sppl=RHJhd051bWJlcj00MjY4,Sat,2018,20,starter9,8900,starter
4267,2018-05-23,sppl=RHJhd051bWJlcj00MjY3,Wed,2018,20,starter9,9017,starter
4266,2018-05-20,sppl=RHJhd051bWJlcj00MjY2,Sun,2018,20,starter9,9757,starter
4265,2018-05-19,sppl=RHJhd051bWJlcj00MjY1,Sat,2018,19,starter9,8449,starter
4264,2018-05-16,sppl=RHJhd051bWJlcj00MjY0,Wed,2018,19,starter9,9680,starter
4263,2018-05-13,sppl=RHJhd051bWJlcj00MjYz,Sun,2018,19,starter9,9906,starter
4262,2018-05-12,sppl=RHJhd051bWJlcj00MjYy,Sat,2018,18,starter9,9669,starter
4261,2018-05-09,sppl=RHJhd051bWJlcj00MjYx,Wed,2018,18,starter9,9223,starter
4260,2018-05-06,sppl=RHJhd051bWJlcj00MjYw,Sun,2018,18,starter9,9926,starter
4259,2018-05-05,sppl=RHJhd051bWJlcj00MjU5,Sat,2018,17,starter9,9843,starter
4258,2018-05-02,sppl=RHJhd051bWJlcj00MjU4,Wed,2018,17,starter9,9957,starter
4257,2018-04-29,sppl=RHJhd051bWJlcj00MjU3,Sun,2018,17,starter9,9129,starter
4256,2018-04-28,sppl=RHJhd051bWJlcj00MjU2,Sat,2018,16,starter9,9605,starter
4255,2018-04-25,sppl=RHJhd051bWJlcj00MjU1,Wed,2018,16,starter9,8644,starter
4254,2018-04-22,sppl=RHJhd051bWJlcj00MjU0,Sun,2018,16,starter9,9796,starter
4253,2018-04-21,sppl=RHJhd051bWJlcj00MjUz,Sat,2018,15,starter9,8843,starter
4252,2018-04-18,sppl=RHJhd051bWJlcj00MjUy,Wed,2018,15,starter9,9292,starter
4251,2018-04-15,sppl=RHJhd051bWJlcj00MjUx,Sun,2018,15,starter9,8830,starter
4250,2018-04-14,sppl=RHJhd051bWJlcj00MjUw,Sat,2018,14,starter9,9964,starter
4249,2018-04-11,sppl=RHJhd051bWJlcj00MjQ5,Wed,2018,14,starter9,9124,starter
4248,2018-04-08,sppl=RHJhd051bWJlcj00MjQ4,Sun,2018,14,starter9,7997,starter
4247,2018-04-07,sppl=RHJhd051bWJlcj00MjQ3,Sat,2018,13,starter9,7825,starter
4246,2018-04-04,sppl=RHJhd051bWJlcj00MjQ2,Wed,2018,13,starter9,9185,starter
4245,2018-04-01,sppl=RHJhd051bWJlcj00MjQ1,Sun,2018,13,starter9,9306,starter
4244,2018-03-31,sppl=RHJhd051bWJlcj00MjQ0,Sat,2018,12,starter9,9983,starter
4243,2018-03-28,sppl=RHJhd051bWJlcj00MjQz,Wed,2018,12,starter9,9775,starter
4242,2018-03-25,sppl=RHJhd051bWJlcj00MjQy,Sun,2018,12,starter9,8292,starter
4241,2018-03-24,sppl=RHJhd051bWJlcj00MjQx,Sat,2018,11,starter9,9357,starter
4240,2018-03-21,sppl=RHJhd051bWJlcj00MjQw,Wed,2018,11,starter9,9813,starter
4239,2018-03-18,sppl=RHJhd051bWJlcj00MjM5,Sun,2018,11,starter9,8511,starter
4238,2018-03-17,sppl=RHJhd051bWJlcj00MjM4,Sat,2018,10,starter9,9830,starter
4237,2018-03-14,sppl=RHJhd051bWJlcj00MjM3,Wed,2018,10,starter9,9929,starter
4236,2018-03-11,sppl=RHJhd051bWJlcj00MjM2,Sun,2018,10,starter9,9143,starter
4235,2018-03-10,sppl=RHJhd051bWJlcj00MjM1,Sat,2018,09,starter9,9216,starter
4234,2018-03-07,sppl=RHJhd051bWJlcj00MjM0,Wed,2018,09,starter9,8488,starter
4233,2018-03-04,sppl=RHJhd051bWJlcj00MjMz,Sun,2018,09,starter9,8757,starter
4232,2018-03-03,sppl=RHJhd051bWJlcj00MjMy,Sat,2018,08,starter9,9645,starter
4231,2018-02-28,sppl=RHJhd051bWJlcj00MjMx,Wed,2018,08,starter9,9892,starter
4230,2018-02-25,sppl=RHJhd051bWJlcj00MjMw,Sun,2018,08,starter9,9683,starter
4229,2018-02-24,sppl=RHJhd051bWJlcj00MjI5,Sat,2018,07,starter9,9167,starter
4228,2018-02-21,sppl=RHJhd051bWJlcj00MjI4,Wed,2018,07,starter9,9438,starter
4227,2018-02-18,sppl=RHJhd051bWJlcj00MjI3,Sun,2018,07,starter9,8740,starter
4226,2018-02-17,sppl=RHJhd051bWJlcj00MjI2,Sat,2018,06,starter9,8957,starter
4225,2018-02-14,sppl=RHJhd051bWJlcj00MjI1,Wed,2018,06,starter9,9206,starter
4224,2018-02-11,sppl=RHJhd051bWJlcj00MjI0,Sun,2018,06,starter9,9844,starter
4223,2018-02-10,sppl=RHJhd051bWJlcj00MjIz,Sat,2018,05,starter9,9331,starter
4222,2018-02-07,sppl=RHJhd051bWJlcj00MjIy,Wed,2018,05,starter9,9599,starter
4221,2018-02-04,sppl=RHJhd051bWJlcj00MjIx,Sun,2018,05,starter9,9801,starter
4220,2018-02-03,sppl=RHJhd051bWJlcj00MjIw,Sat,2018,04,starter9,9358,starter
4219,2018-01-31,sppl=RHJhd051bWJlcj00MjE5,Wed,2018,04,starter9,9820,starter
4218,2018-01-28,sppl=RHJhd051bWJlcj00MjE4,Sun,2018,04,starter9,9753,starter
4217,2018-01-27,sppl=RHJhd051bWJlcj00MjE3,Sat,2018,03,starter9,9965,starter
4216,2018-01-24,sppl=RHJhd051bWJlcj00MjE2,Wed,2018,03,starter9,9112,starter
4215,2018-01-21,sppl=RHJhd051bWJlcj00MjE1,Sun,2018,03,starter9,8291,starter
4214,2018-01-20,sppl=RHJhd051bWJlcj00MjE0,Sat,2018,02,starter9,9911,starter
4213,2018-01-17,sppl=RHJhd051bWJlcj00MjEz,Wed,2018,02,starter9,6829,starter
4212,2018-01-14,sppl=RHJhd051bWJlcj00MjEy,Sun,2018,02,starter9,8364,starter
4211,2018-01-13,sppl=RHJhd051bWJlcj00MjEx,Sat,2018,01,starter9,8450,starter
4210,2018-01-10,sppl=RHJhd051bWJlcj00MjEw,Wed,2018,01,starter9,9471,starter
4209,2018-01-07,sppl=RHJhd051bWJlcj00MjA5,Sun,2018,01,starter9,8607,starter
4208,2018-01-06,sppl=RHJhd051bWJlcj00MjA4,Sat,2018,00,starter9,8750,starter
4207,2018-01-03,sppl=RHJhd051bWJlcj00MjA3,Wed,2018,00,starter9,9897,starter
4206,2017-12-31,sppl=RHJhd051bWJlcj00MjA2,Sun,2017,53,starter9,9909,starter
4205,2017-12-30,sppl=RHJhd051bWJlcj00MjA1,Sat,2017,52,starter9,8812,starter
4204,2017-12-27,sppl=RHJhd051bWJlcj00MjA0,Wed,2017,52,starter9,9186,starter
4203,2017-12-24,sppl=RHJhd051bWJlcj00MjAz,Sun,2017,52,starter9,8469,starter
4202,2017-12-23,sppl=RHJhd051bWJlcj00MjAy,Sat,2017,51,starter9,7236,starter
4201,2017-12-20,sppl=RHJhd051bWJlcj00MjAx,Wed,2017,51,starter9,6322,starter
4200,2017-12-17,sppl=RHJhd051bWJlcj00MjAw,Sun,2017,51,starter9,8887,starter
4199,2017-12-16,sppl=RHJhd051bWJlcj00MTk5,Sat,2017,50,starter9,9919,starter
4198,2017-12-13,sppl=RHJhd051bWJlcj00MTk4,Wed,2017,50,starter9,8479,starter
4197,2017-12-10,sppl=RHJhd051bWJlcj00MTk3,Sun,2017,50,starter9,9450,starter
4196,2017-12-09,sppl=RHJhd051bWJlcj00MTk2,Sat,2017,49,starter9,9237,starter
4195,2017-12-06,sppl=RHJhd051bWJlcj00MTk1,Wed,2017,49,starter9,8827,starter
4194,2017-12-03,sppl=RHJhd051bWJlcj00MTk0,Sun,2017,49,starter9,7530,starter
4193,2017-12-02,sppl=RHJhd051bWJlcj00MTkz,Sat,2017,48,starter9,9032,starter
4192,2017-11-29,sppl=RHJhd051bWJlcj00MTky,Wed,2017,48,starter9,9535,starter
4191,2017-11-26,sppl=RHJhd051bWJlcj00MTkx,Sun,2017,48,starter9,9580,starter
4190,2017-11-25,sppl=RHJhd051bWJlcj00MTkw,Sat,2017,47,starter9,9970,starter
4189,2017-11-22,sppl=RHJhd051bWJlcj00MTg5,Wed,2017,47,starter9,8724,starter
4188,2017-11-19,sppl=RHJhd051bWJlcj00MTg4,Sun,2017,47,starter9,9599,starter
4187,2017-11-18,sppl=RHJhd051bWJlcj00MTg3,Sat,2017,46,starter9,6988,starter
4186,2017-11-15,sppl=RHJhd051bWJlcj00MTg2,Wed,2017,46,starter9,9689,starter
4185,2017-11-12,sppl=RHJhd051bWJlcj00MTg1,Sun,2017,46,starter9,7610,starter
4184,2017-11-11,sppl=RHJhd051bWJlcj00MTg0,Sat,2017,45,starter9,8535,starter
4183,2017-11-08,sppl=RHJhd051bWJlcj00MTgz,Wed,2017,45,starter9,9708,starter
4182,2017-11-05,sppl=RHJhd051bWJlcj00MTgy,Sun,2017,45,starter9,8631,starter
4181,2017-11-04,sppl=RHJhd051bWJlcj00MTgx,Sat,2017,44,starter9,8305,starter
4180,2017-11-01,sppl=RHJhd051bWJlcj00MTgw,Wed,2017,44,starter9,9396,starter
4179,2017-10-29,sppl=RHJhd051bWJlcj00MTc5,Sun,2017,44,starter9,9245,starter
4178,2017-10-28,sppl=RHJhd051bWJlcj00MTc4,Sat,2017,43,starter9,8962,starter
4177,2017-10-25,sppl=RHJhd051bWJlcj00MTc3,Wed,2017,43,starter9,9203,starter
4176,2017-10-22,sppl=RHJhd051bWJlcj00MTc2,Sun,2017,43,starter9,8768,starter
4175,2017-10-21,sppl=RHJhd051bWJlcj00MTc1,Sat,2017,42,starter9,7531,starter
4174,2017-10-18,sppl=RHJhd051bWJlcj00MTc0,Wed,2017,42,starter9,8678,starter
4173,2017-10-15,sppl=RHJhd051bWJlcj00MTcz,Sun,2017,42,starter9,9890,starter
4172,2017-10-14,sppl=RHJhd051bWJlcj00MTcy,Sat,2017,41,starter9,8819,starter
4171,2017-10-11,sppl=RHJhd051bWJlcj00MTcx,Wed,2017,41,starter9,9602,starter
4170,2017-10-08,sppl=RHJhd051bWJlcj00MTcw,Sun,2017,41,starter9,9063,starter
4169,2017-10-07,sppl=RHJhd051bWJlcj00MTY5,Sat,2017,40,starter9,9914,starter
4168,2017-10-04,sppl=RHJhd051bWJlcj00MTY4,Wed,2017,40,starter9,9663,starter
4167,2017-10-01,sppl=RHJhd051bWJlcj00MTY3,Sun,2017,40,starter9,9884,starter
4166,2017-09-30,sppl=RHJhd051bWJlcj00MTY2,Sat,2017,39,starter9,8980,starter
4165,2017-09-27,sppl=RHJhd051bWJlcj00MTY1,Wed,2017,39,starter9,9667,starter
4164,2017-09-24,sppl=RHJhd051bWJlcj00MTY0,Sun,2017,39,starter9,9876,starter
4163,2017-09-23,sppl=RHJhd051bWJlcj00MTYz,Sat,2017,38,starter9,7481,starter
4162,2017-09-20,sppl=RHJhd051bWJlcj00MTYy,Wed,2017,38,starter9,9764,starter
4161,2017-09-17,sppl=RHJhd051bWJlcj00MTYx,Sun,2017,38,starter9,7363,starter
4160,2017-09-16,sppl=RHJhd051bWJlcj00MTYw,Sat,2017,37,starter9,9871,starter
4159,2017-09-13,sppl=RHJhd051bWJlcj00MTU5,Wed,2017,37,starter9,9495,starter
4158,2017-09-10,sppl=RHJhd051bWJlcj00MTU4,Sun,2017,37,starter9,9630,starter
4157,2017-09-09,sppl=RHJhd051bWJlcj00MTU3,Sat,2017,36,starter9,9946,starter
4156,2017-09-06,sppl=RHJhd051bWJlcj00MTU2,Wed,2017,36,starter9,9118,starter
4155,2017-09-03,sppl=RHJhd051bWJlcj00MTU1,Sun,2017,36,starter9,9888,starter
4154,2017-09-02,sppl=RHJhd051bWJlcj00MTU0,Sat,2017,35,starter9,8575,starter
4153,2017-08-30,sppl=RHJhd051bWJlcj00MTUz,Wed,2017,35,starter9,9819,starter
4152,2017-08-27,sppl=RHJhd051bWJlcj00MTUy,Sun,2017,35,starter9,8078,starter
4151,2017-08-26,sppl=RHJhd051bWJlcj00MTUx,Sat,2017,34,starter9,9995,starter
4150,2017-08-23,sppl=RHJhd051bWJlcj00MTUw,Wed,2017,34,starter9,9746,starter
4149,2017-08-20,sppl=RHJhd051bWJlcj00MTQ5,Sun,2017,34,starter9,8332,starter
4148,2017-08-19,sppl=RHJhd051bWJlcj00MTQ4,Sat,2017,33,starter9,9859,starter
4147,2017-08-16,sppl=RHJhd051bWJlcj00MTQ3,Wed,2017,33,starter9,6380,starter
4146,2017-08-13,sppl=RHJhd051bWJlcj00MTQ2,Sun,2017,33,starter9,9854,starter
4145,2017-08-12,sppl=RHJhd051bWJlcj00MTQ1,Sat,2017,32,starter9,6666,starter
4144,2017-08-09,sppl=RHJhd051bWJlcj00MTQ0,Wed,2017,32,starter9,9960,starter
4143,2017-08-06,sppl=RHJhd051bWJlcj00MTQz,Sun,2017,32,starter9,9867,starter
4142,2017-08-05,sppl=RHJhd051bWJlcj00MTQy,Sat,2017,31,starter9,8259,starter
4141,2017-08-02,sppl=RHJhd051bWJlcj00MTQx,Wed,2017,31,starter9,9066,starter
4140,2017-07-30,sppl=RHJhd051bWJlcj00MTQw,Sun,2017,31,starter9,9361,starter
